VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
05/29/2021 11:00:00 AM,Montgomery,2128,633239,2484,537097,146,40522,2274,673761,2630,577619
05/30/2021 11:00:00 AM,Montgomery,1135,634374,1297,538394,98,40620,1233,674994,1395,579014
05/31/2021 11:00:00 AM,Montgomery,254,634628,832,539226,34,40654,288,675282,866,579880
06/01/2021 11:00:00 AM,Montgomery,1862,636490,2481,541707,136,40790,1998,677280,2617,582497
06/02/2021 11:00:00 AM,Montgomery,1957,638447,2453,544160,120,40910,2077,679357,2573,585070
06/03/2021 11:00:00 AM,Montgomery,1413,639860,5424,549584,121,41031,1534,680891,5545,590615
06/04/2021 11:00:00 AM,Montgomery,1560,641420,5513,555097,126,41157,1686,682577,5639,596254
06/05/2021 11:00:00 AM,Montgomery,1582,643002,5823,560920,101,41258,1683,684260,5924,602178
06/06/2021 11:00:00 AM,Montgomery,750,643752,1868,562788,53,41311,803,685063,1921,604099
06/07/2021 11:00:00 AM,Montgomery,1327,645079,3829,566617,117,41428,1444,686507,3946,608045
06/08/2021 11:00:00 AM,Montgomery,1256,646335,3659,570276,94,41522,1350,687857,3753,611798
06/09/2021 11:00:00 AM,Montgomery,1923,648258,4715,574991,123,41645,2046,689903,4838,616636
06/10/2021 11:00:00 AM,Montgomery,1221,649479,3343,578334,101,41746,1322,691225,3444,620080
06/11/2021 11:00:00 AM,Montgomery,1331,650810,3236,581570,147,41893,1478,692703,3383,623463
06/12/2021 11:00:00 AM,Montgomery,984,651794,2979,584549,101,41994,1085,693788,3080,626543
06/13/2021 11:00:00 AM,Montgomery,436,652230,1495,586044,78,42072,514,694302,1573,628116
06/14/2021 11:00:00 AM,Montgomery,1083,653313,2217,588261,75,42147,1158,695460,2292,630408
06/15/2021 11:00:00 AM,Montgomery,993,654306,2413,590674,134,42281,1127,696587,2547,632955
06/16/2021 11:00:00 AM,Montgomery,1405,655711,3104,593778,112,42393,1517,698104,3216,636171
06/17/2021 11:00:00 AM,Montgomery,1240,656951,2322,596100,107,42500,1347,699451,2429,638600
06/18/2021 11:00:00 AM,Montgomery,1117,658068,2351,598451,88,42588,1205,700656,2439,641039
06/19/2021 11:00:00 AM,Montgomery,876,658944,1961,600412,138,42726,1014,701670,2099,643138
06/20/2021 11:00:00 AM,Montgomery,586,659530,1098,601510,75,42801,661,702331,1173,644311
06/21/2021 11:00:00 AM,Montgomery,1156,660686,842,602352,100,42901,1256,703587,942,645253
06/22/2021 11:00:00 AM,Montgomery,876,661562,1540,603892,79,42980,955,704542,1619,646872
06/23/2021 11:00:00 AM,Montgomery,1178,662740,1851,605743,95,43075,1273,705815,1946,648818
06/24/2021 11:00:00 AM,Montgomery,1033,663773,1382,607125,89,43164,1122,706937,1471,650289
06/25/2021 11:00:00 AM,Montgomery,995,664768,1624,608749,100,43264,1095,708032,1724,652013
06/26/2021 11:00:00 AM,Montgomery,788,665556,1417,610166,94,43358,882,708914,1511,653524
06/27/2021 11:00:00 AM,Montgomery,677,666233,714,610880,52,43410,729,709643,766,654290
06/28/2021 11:00:00 AM,Montgomery,869,667102,1173,612053,47,43457,916,710559,1220,655510
06/29/2021 11:00:00 AM,Montgomery,833,667935,1197,613250,84,43541,917,711476,1281,656791
06/30/2021 11:00:00 AM,Montgomery,989,668924,1608,614858,78,43619,1067,712543,1686,658477
07/01/2021 11:00:00 AM,Montgomery,886,669810,1084,615942,61,43680,947,713490,1145,659622
07/02/2021 11:00:00 AM,Montgomery,949,670759,1274,617216,102,43782,1051,714541,1376,660998
07/03/2021 11:00:00 AM,Montgomery,624,671383,631,617847,72,43854,696,715237,703,661701
07/04/2021 11:00:00 AM,Montgomery,79,671462,113,617960,8,43862,87,715324,121,661822
07/05/2021 11:00:00 AM,Montgomery,693,672155,713,618673,20,43882,713,716037,733,662555
07/06/2021 11:00:00 AM,Montgomery,736,672891,1089,619762,72,43954,808,716845,1161,663716
07/07/2021 11:00:00 AM,Montgomery,801,673692,1253,621015,64,44018,865,717710,1317,665033
07/08/2021 11:00:00 AM,Montgomery,787,674479,1128,622143,67,44085,854,718564,1195,666228
07/09/2021 11:00:00 AM,Montgomery,847,675326,1081,623224,76,44161,923,719487,1157,667385
07/10/2021 11:00:00 AM,Montgomery,579,675905,726,623950,55,44216,634,720121,781,668166
07/11/2021 11:00:00 AM,Montgomery,506,676411,529,624479,48,44264,554,720675,577,668743
07/12/2021 11:00:00 AM,Montgomery,717,677128,1062,625541,40,44304,757,721432,1102,669845
07/13/2021 11:00:00 AM,Montgomery,799,677927,762,626303,50,44354,849,722281,812,670657
07/14/2021 11:00:00 AM,Montgomery,718,678645,963,627266,47,44401,765,723046,1010,671667
07/15/2021 11:00:00 AM,Montgomery,799,679444,873,628139,31,44432,830,723876,904,672571
07/16/2021 11:00:00 AM,Montgomery,734,680178,943,629082,41,44473,775,724651,984,673555
07/17/2021 11:00:00 AM,Montgomery,574,680752,666,629748,48,44521,622,725273,714,674269
07/18/2021 11:00:00 AM,Montgomery,422,681174,509,630257,20,44541,442,725715,529,674798
07/19/2021 11:00:00 AM,Montgomery,840,682014,807,631064,28,44569,868,726583,835,675633
07/20/2021 11:00:00 AM,Montgomery,840,682854,754,631818,56,44625,896,727479,810,676443
07/21/2021 11:00:00 AM,Montgomery,756,683610,877,632695,38,44663,794,728273,915,677358
07/22/2021 11:00:00 AM,Montgomery,833,684443,784,633479,35,44698,868,729141,819,678177
07/23/2021 11:00:00 AM,Montgomery,923,685366,829,634308,45,44743,968,730109,874,679051
07/24/2021 11:00:00 AM,Montgomery,708,686074,624,634932,30,44773,738,730847,654,679705
07/25/2021 11:00:00 AM,Montgomery,538,686612,225,635157,31,44804,569,731416,256,679961
07/26/2021 11:00:00 AM,Montgomery,905,687517,662,635819,28,44832,933,732349,690,680651
07/27/2021 11:00:00 AM,Montgomery,864,688381,607,636426,44,44876,908,733257,651,681302
07/28/2021 11:00:00 AM,Montgomery,831,689212,685,637111,55,44931,886,734143,740,682042
07/29/2021 11:00:00 AM,Montgomery,834,690046,669,637780,47,44978,881,735024,716,682758
07/30/2021 11:00:00 AM,Montgomery,945,690991,727,638507,53,45031,998,736022,780,683538
07/31/2021 11:00:00 AM,Montgomery,717,691708,536,639043,51,45082,768,736790,587,684125
08/01/2021 11:00:00 AM,Montgomery,647,692355,429,639472,34,45116,681,737471,463,684588
08/02/2021 11:00:00 AM,Montgomery,980,693335,585,640057,21,45137,1001,738472,606,685194
08/03/2021 11:00:00 AM,Montgomery,894,694229,592,640649,46,45183,940,739412,638,685832
08/04/2021 11:00:00 AM,Montgomery,898,695127,586,641235,53,45236,951,740363,639,686471
08/05/2021 11:00:00 AM,Montgomery,946,696073,611,641846,34,45270,980,741343,645,687116
08/06/2021 11:00:00 AM,Montgomery,1107,697180,715,642561,37,45307,1144,742487,752,687868
08/07/2021 11:00:00 AM,Montgomery,846,698026,520,643081,31,45338,877,743364,551,688419
08/08/2021 11:00:00 AM,Montgomery,677,698703,388,643469,23,45361,700,744064,411,688830
08/09/2021 11:00:00 AM,Montgomery,949,699652,738,644207,26,45387,975,745039,764,689594
08/10/2021 11:00:00 AM,Montgomery,918,700570,708,644915,39,45426,957,745996,747,690341
08/11/2021 11:00:00 AM,Montgomery,911,701481,662,645577,30,45456,941,746937,692,691033
08/12/2021 11:00:00 AM,Montgomery,818,702299,651,646228,36,45492,854,747791,687,691720
08/13/2021 11:00:00 AM,Montgomery,899,703198,762,646990,31,45523,930,748721,793,692513
08/14/2021 11:00:00 AM,Montgomery,709,703907,581,647571,33,45556,742,749463,614,693127
08/15/2021 11:00:00 AM,Montgomery,536,704443,465,648036,25,45581,561,750024,490,693617
08/16/2021 11:00:00 AM,Montgomery,805,705248,736,648772,19,45600,824,750848,755,694372
08/17/2021 11:00:00 AM,Montgomery,887,706135,700,649472,31,45631,918,751766,731,695103
08/18/2021 11:00:00 AM,Montgomery,806,706941,684,650156,27,45658,833,752599,711,695814
08/19/2021 11:00:00 AM,Montgomery,734,707675,688,650844,29,45687,763,753362,717,696531
08/20/2021 11:00:00 AM,Montgomery,929,708604,806,651650,37,45724,966,754328,843,697374
08/21/2021 11:00:00 AM,Montgomery,769,709373,599,652249,24,45748,793,755121,623,697997
08/22/2021 11:00:00 AM,Montgomery,432,709805,518,652767,25,45773,457,755578,543,698540
08/23/2021 11:00:00 AM,Montgomery,868,710673,920,653687,23,45796,891,756469,943,699483
08/24/2021 11:00:00 AM,Montgomery,888,711561,801,654488,31,45827,919,757388,832,700315
08/25/2021 11:00:00 AM,Montgomery,938,712499,753,655241,39,45866,977,758365,792,701107
08/26/2021 11:00:00 AM,Montgomery,852,713351,783,656024,21,45887,873,759238,804,701911
08/27/2021 11:00:00 AM,Montgomery,930,714281,926,656950,22,45909,952,760190,948,702859
08/28/2021 11:00:00 AM,Montgomery,704,714985,759,657709,33,45942,737,760927,792,703651
08/29/2021 11:00:00 AM,Montgomery,488,715473,589,658298,11,45953,499,761426,600,704251
08/30/2021 11:00:00 AM,Montgomery,682,716155,771,659069,20,45973,702,762128,791,705042
08/31/2021 11:00:00 AM,Montgomery,612,716767,757,659826,19,45992,631,762759,776,705818
09/01/2021 11:00:00 AM,Montgomery,620,717387,700,660526,25,46017,645,763404,725,706543
09/02/2021 11:00:00 AM,Montgomery,577,717964,715,661241,31,46048,608,764012,746,707289
09/03/2021 11:00:00 AM,Montgomery,737,718701,834,662075,18,46066,755,764767,852,708141
09/04/2021 11:00:00 AM,Montgomery,628,719329,631,662706,19,46085,647,765414,650,708791
09/05/2021 11:00:00 AM,Montgomery,395,719724,370,663076,8,46093,403,765817,378,709169
09/06/2021 11:00:00 AM,Montgomery,117,719841,128,663204,6,46099,123,765940,134,709303
09/07/2021 11:00:00 AM,Montgomery,656,720497,963,664167,41,46140,697,766637,1004,710307
09/08/2021 11:00:00 AM,Montgomery,503,721000,658,664825,24,46164,527,767164,682,710989
09/09/2021 11:00:00 AM,Montgomery,539,721539,618,665443,21,46185,560,767724,639,711628
09/10/2021 11:00:00 AM,Montgomery,695,722234,768,666211,43,46228,738,768462,811,712439
09/11/2021 11:00:00 AM,Montgomery,486,722720,593,666804,27,46255,513,768975,620,713059
09/12/2021 11:00:00 AM,Montgomery,309,723029,370,667174,13,46268,322,769297,383,713442
09/13/2021 11:00:00 AM,Montgomery,527,723556,624,667798,24,46292,551,769848,648,714090
09/14/2021 11:00:00 AM,Montgomery,532,724088,575,668373,24,46316,556,770404,599,714689
09/15/2021 11:00:00 AM,Montgomery,518,724606,620,668993,30,46346,548,770952,650,715339
09/16/2021 11:00:00 AM,Montgomery,501,725107,585,669578,10,46356,511,771463,595,715934
09/17/2021 11:00:00 AM,Montgomery,592,725699,738,670316,34,46390,626,772089,772,716706
09/18/2021 11:00:00 AM,Montgomery,484,726183,572,670888,7,46397,491,772580,579,717285
09/19/2021 11:00:00 AM,Montgomery,341,726524,389,671277,26,46423,367,772947,415,717700
09/20/2021 11:00:00 AM,Montgomery,508,727032,520,671797,18,46441,526,773473,538,718238
09/21/2021 11:00:00 AM,Montgomery,435,727467,509,672306,40,46481,475,773948,549,718787
09/22/2021 11:00:00 AM,Montgomery,550,728017,491,672797,13,46494,563,774511,504,719291
09/23/2021 11:00:00 AM,Montgomery,536,728553,516,673313,33,46527,569,775080,549,719840
09/24/2021 11:00:00 AM,Montgomery,625,729178,600,673913,10,46537,635,775715,610,720450
09/25/2021 11:00:00 AM,Montgomery,566,729744,539,674452,8,46545,574,776289,547,720997
09/26/2021 11:00:00 AM,Montgomery,360,730104,333,674785,21,46566,381,776670,354,721351
09/27/2021 11:00:00 AM,Montgomery,633,730737,342,675127,20,46586,653,777323,362,721713
09/28/2021 11:00:00 AM,Montgomery,665,731402,529,675656,27,46613,692,778015,556,722269
09/29/2021 11:00:00 AM,Montgomery,654,732056,473,676129,21,46634,675,778690,494,722763
09/30/2021 11:00:00 AM,Montgomery,671,732727,464,676593,31,46665,702,779392,495,723258
10/01/2021 11:00:00 AM,Montgomery,701,733428,558,677151,25,46690,726,780118,583,723841
10/02/2021 11:00:00 AM,Montgomery,491,733919,419,677570,6,46696,497,780615,425,724266
10/03/2021 11:00:00 AM,Montgomery,368,734287,289,677859,23,46719,391,781006,312,724578
10/04/2021 11:00:00 AM,Montgomery,620,734907,413,678272,15,46734,635,781641,428,725006
10/05/2021 11:00:00 AM,Montgomery,563,735470,441,678713,34,46768,597,782238,475,725481
10/06/2021 11:00:00 AM,Montgomery,530,736000,389,679102,14,46782,544,782782,403,725884
10/07/2021 11:00:00 AM,Montgomery,638,736638,392,679494,30,46812,668,783450,422,726306
10/08/2021 11:00:00 AM,Montgomery,649,737287,510,680004,36,46848,685,784135,546,726852
10/09/2021 11:00:00 AM,Montgomery,434,737721,358,680362,12,46860,446,784581,370,727222
10/10/2021 11:00:00 AM,Montgomery,318,738039,285,680647,5,46865,323,784904,290,727512
10/11/2021 11:00:00 AM,Montgomery,668,738707,378,681025,19,46884,687,785591,397,727909
10/12/2021 11:00:00 AM,Montgomery,572,739279,386,681411,29,46913,601,786192,415,728324
10/13/2021 11:00:00 AM,Montgomery,568,739847,446,681857,19,46932,587,786779,465,728789
10/14/2021 11:00:00 AM,Montgomery,487,740334,395,682252,29,46961,516,787295,424,729213
10/15/2021 11:00:00 AM,Montgomery,590,740924,476,682728,34,46995,624,787919,510,729723
10/16/2021 11:00:00 AM,Montgomery,358,741282,295,683023,16,47011,374,788293,311,730034
10/17/2021 11:00:00 AM,Montgomery,343,741625,220,683243,13,47024,356,788649,233,730267
10/18/2021 11:00:00 AM,Montgomery,613,742238,384,683627,30,47054,643,789292,414,730681
10/19/2021 11:00:00 AM,Montgomery,494,742732,349,683976,11,47065,505,789797,360,731041
10/20/2021 11:00:00 AM,Montgomery,450,743182,373,684349,17,47082,467,790264,390,731431
10/21/2021 11:00:00 AM,Montgomery,430,743612,391,684740,16,47098,446,790710,407,731838
10/22/2021 11:00:00 AM,Montgomery,609,744221,435,685175,32,47130,641,791351,467,732305
10/23/2021 11:00:00 AM,Montgomery,505,744726,314,685489,10,47140,515,791866,324,732629
10/24/2021 11:00:00 AM,Montgomery,359,745085,210,685699,15,47155,374,792240,225,732854
10/25/2021 11:00:00 AM,Montgomery,657,745742,400,686099,29,47184,686,792926,429,733283
10/26/2021 11:00:00 AM,Montgomery,681,746423,512,686611,30,47214,711,793637,542,733825
10/27/2021 11:00:00 AM,Montgomery,686,747109,384,686995,54,47268,740,794377,438,734263
10/28/2021 11:00:00 AM,Montgomery,673,747782,446,687441,29,47297,702,795079,475,734738
10/29/2021 11:00:00 AM,Montgomery,728,748510,437,687878,34,47331,762,795841,471,735209
10/30/2021 11:00:00 AM,Montgomery,497,749007,292,688170,20,47351,517,796358,312,735521
10/31/2021 11:00:00 AM,Montgomery,355,749362,203,688373,18,47369,373,796731,221,735742
11/01/2021 11:00:00 AM,Montgomery,707,750069,411,688784,25,47394,732,797463,436,736178
11/02/2021 11:00:00 AM,Montgomery,607,750676,372,689156,22,47416,629,798092,394,736572
11/03/2021 11:00:00 AM,Montgomery,644,751320,384,689540,40,47456,684,798776,424,736996
11/04/2021 11:00:00 AM,Montgomery,1643,752963,384,689924,27,47483,1670,800446,411,737407
11/05/2021 11:00:00 AM,Montgomery,1900,754863,457,690381,23,47506,1923,802369,480,737887
11/06/2021 11:00:00 AM,Montgomery,4493,759356,234,690615,12,47518,4505,806874,246,738133
11/07/2021 10:00:00 AM,Montgomery,4455,763811,225,690840,5,47523,4460,811334,230,738363
11/08/2021 10:00:00 AM,Montgomery,2416,766227,402,691242,43,47566,2459,813793,445,738808
11/09/2021 10:00:00 AM,Montgomery,2719,768946,382,691624,24,47590,2743,816536,406,739214
11/10/2021 10:00:00 AM,Montgomery,2850,771796,399,692023,25,47615,2875,819411,424,739638
11/11/2021 10:00:00 AM,Montgomery,2706,774502,327,692350,20,47635,2726,822137,347,739985
11/12/2021 10:00:00 AM,Montgomery,1834,776336,424,692774,31,47666,1865,824002,455,740440
11/13/2021 10:00:00 AM,Montgomery,1926,778262,262,693036,13,47679,1939,825941,275,740715
11/14/2021 10:00:00 AM,Montgomery,1028,779290,193,693229,6,47685,1034,826975,199,740914
11/15/2021 10:00:00 AM,Montgomery,1822,781112,398,693627,17,47702,1839,828814,415,741329
11/16/2021 10:00:00 AM,Montgomery,1837,782949,336,693963,16,47718,1853,830667,352,741681
11/17/2021 10:00:00 AM,Montgomery,2021,784970,461,694424,28,47746,2049,832716,489,742170
11/18/2021 10:00:00 AM,Montgomery,1876,786846,344,694768,13,47759,1889,834605,357,742527
11/19/2021 10:00:00 AM,Montgomery,1841,788687,403,695171,28,47787,1869,836474,431,742958
11/20/2021 10:00:00 AM,Montgomery,2903,791590,247,695418,14,47801,2917,839391,261,743219
11/21/2021 10:00:00 AM,Montgomery,907,792497,164,695582,12,47813,919,840310,176,743395
11/22/2021 10:00:00 AM,Montgomery,2140,794637,367,695949,17,47830,2157,842467,384,743779
11/23/2021 10:00:00 AM,Montgomery,1700,796337,358,696307,27,47857,1727,844194,385,744164
11/24/2021 10:00:00 AM,Montgomery,1772,798109,383,696690,25,47882,1797,845991,408,744572
11/25/2021 10:00:00 AM,Montgomery,47,798156,23,696713,1,47883,48,846039,24,744596
11/26/2021 10:00:00 AM,Montgomery,891,799047,1279,697992,9,47892,900,846939,1288,745884
11/27/2021 10:00:00 AM,Montgomery,573,799620,2960,700952,9,47901,582,847521,2969,748853
11/28/2021 10:00:00 AM,Montgomery,484,800104,4270,705222,1,47902,485,848006,4271,753124
11/29/2021 10:00:00 AM,Montgomery,1143,801247,2248,707470,18,47920,1161,849167,2266,755390
11/30/2021 10:00:00 AM,Montgomery,1043,802290,2254,709724,15,47935,1058,850225,2269,757659
12/01/2021 10:00:00 AM,Montgomery,1204,803494,2138,711862,26,47961,1230,851455,2164,759823
12/02/2021 10:00:00 AM,Montgomery,1134,804628,2041,713903,10,47971,1144,852599,2051,761874
12/03/2021 10:00:00 AM,Montgomery,1296,805924,1356,715259,16,47987,1312,853911,1372,763246
12/04/2021 10:00:00 AM,Montgomery,844,806768,1438,716697,28,48015,872,854783,1466,764712
12/05/2021 10:00:00 AM,Montgomery,544,807312,625,717322,9,48024,553,855336,634,765346
12/06/2021 10:00:00 AM,Montgomery,1088,808400,1179,718501,16,48040,1104,856440,1195,766541
12/07/2021 10:00:00 AM,Montgomery,951,809351,1110,719611,13,48053,964,857404,1123,767664
12/08/2021 10:00:00 AM,Montgomery,966,810317,1168,720779,24,48077,990,858394,1192,768856
12/09/2021 10:00:00 AM,Montgomery,930,811247,1090,721869,13,48090,943,859337,1103,769959
12/10/2021 10:00:00 AM,Montgomery,1064,812311,920,722789,7,48097,1071,860408,927,770886
12/11/2021 10:00:00 AM,Montgomery,349,812660,1275,724064,9,48106,358,860766,1284,772170
12/14/2020 10:00:00 AM,Prince George's,1,1,,0,,0,,1,,0
12/15/2020 10:00:00 AM,Prince George's,4,5,1,1,,0,,5,,1
12/16/2020 10:00:00 AM,Prince George's,18,23,,1,,0,,23,,1
12/17/2020 10:00:00 AM,Prince George's,21,44,,1,,0,,44,,1
12/18/2020 10:00:00 AM,Prince George's,64,108,,1,,0,,108,,1
12/19/2020 10:00:00 AM,Prince George's,20,128,,1,,0,,128,,1
12/20/2020 10:00:00 AM,Prince George's,16,144,,1,,0,,144,,1
12/21/2020 10:00:00 AM,Prince George's,167,311,,1,,0,,311,,1
12/22/2020 10:00:00 AM,Prince George's,540,851,1,2,,0,,851,,2
12/23/2020 10:00:00 AM,Prince George's,288,1139,2,4,,0,,1139,,4
12/24/2020 10:00:00 AM,Prince George's,191,1330,1,5,,0,,1330,,5
12/25/2020 10:00:00 AM,Prince George's,168,1498,1,6,,0,,1498,,6
12/26/2020 10:00:00 AM,Prince George's,332,1830,1,7,,0,,1830,,7
12/27/2020 10:00:00 AM,Prince George's,101,1931,,7,,0,,1931,,7
12/28/2020 10:00:00 AM,Prince George's,356,2287,1,8,,0,,2287,,8
12/29/2020 10:00:00 AM,Prince George's,585,2872,4,12,,0,,2872,,12
12/30/2020 10:00:00 AM,Prince George's,446,3318,2,14,,0,,3318,,14
12/31/2020 10:00:00 AM,Prince George's,300,3618,1,15,,0,,3618,,15
01/01/2021 10:00:00 AM,Prince George's,133,3751,5,20,,0,,3751,,20
01/02/2021 10:00:00 AM,Prince George's,225,3976,3,23,,0,,3976,,23
01/03/2021 10:00:00 AM,Prince George's,348,4324,1,24,,0,,4324,,24
01/04/2021 10:00:00 AM,Prince George's,746,5070,8,32,,0,,5070,,32
01/05/2021 10:00:00 AM,Prince George's,542,5612,20,52,,0,,5612,,52
01/06/2021 10:00:00 AM,Prince George's,700,6312,21,73,,0,,6312,,73
01/07/2021 10:00:00 AM,Prince George's,637,6949,34,107,,0,,6949,,107
01/08/2021 10:00:00 AM,Prince George's,888,7837,80,187,,0,,7837,,187
01/09/2021 10:00:00 AM,Prince George's,346,8183,25,212,,0,,8183,,212
01/10/2021 10:00:00 AM,Prince George's,474,8657,7,219,,0,,8657,,219
01/11/2021 10:00:00 AM,Prince George's,658,9315,163,382,,0,,9315,,382
01/12/2021 10:00:00 AM,Prince George's,1101,10416,498,880,,0,,10416,,880
01/13/2021 10:00:00 AM,Prince George's,1154,11570,209,1089,,0,,11570,,1089
01/14/2021 10:00:00 AM,Prince George's,994,12564,163,1252,,0,,12564,,1252
01/15/2021 10:00:00 AM,Prince George's,1489,14053,220,1472,,0,,14053,,1472
01/16/2021 10:00:00 AM,Prince George's,560,14613,263,1735,,0,,14613,,1735
01/17/2021 10:00:00 AM,Prince George's,197,14810,48,1783,,0,,14810,,1783
01/18/2021 10:00:00 AM,Prince George's,565,15375,265,2048,,0,,15375,,2048
01/19/2021 10:00:00 AM,Prince George's,914,16289,380,2428,,0,,16289,,2428
01/20/2021 10:00:00 AM,Prince George's,903,17192,290,2718,,0,,17192,,2718
01/21/2021 10:00:00 AM,Prince George's,1518,18710,213,2931,,0,,18710,,2931
01/22/2021 10:00:00 AM,Prince George's,1897,20607,296,3227,,0,,20607,,3227
01/23/2021 10:00:00 AM,Prince George's,732,21339,144,3371,,0,,21339,,3371
01/24/2021 10:00:00 AM,Prince George's,315,21654,186,3557,,0,,21654,,3557
01/25/2021 10:00:00 AM,Prince George's,1133,22787,412,3969,,0,,22787,,3969
01/26/2021 10:00:00 AM,Prince George's,1829,24616,257,4226,,0,,24616,,4226
01/27/2021 10:00:00 AM,Prince George's,2157,26773,511,4737,,0,,26773,,4737
01/28/2021 10:00:00 AM,Prince George's,2120,28893,368,5105,,0,,28893,,5105
01/29/2021 10:00:00 AM,Prince George's,1744,30637,274,5379,,0,,30637,,5379
01/30/2021 10:00:00 AM,Prince George's,1312,31949,81,5460,,0,,31949,,5460
01/31/2021 10:00:00 AM,Prince George's,652,32601,185,5645,,0,,32601,,5645
02/01/2021 10:00:00 AM,Prince George's,588,33189,372,6017,,0,,33189,,6017
02/02/2021 10:00:00 AM,Prince George's,1258,34447,866,6883,,0,,34447,,6883
02/03/2021 10:00:00 AM,Prince George's,1800,36247,778,7661,,0,,36247,,7661
02/04/2021 10:00:00 AM,Prince George's,1893,38140,687,8348,,0,,38140,,8348
02/05/2021 10:00:00 AM,Prince George's,1597,39737,1469,9817,,0,,39737,,9817
02/06/2021 10:00:00 AM,Prince George's,1072,40809,596,10413,,0,,40809,,10413
02/07/2021 10:00:00 AM,Prince George's,809,41618,218,10631,,0,,41618,,10631
02/08/2021 10:00:00 AM,Prince George's,1477,43095,950,11581,,0,,43095,,11581
02/09/2021 10:00:00 AM,Prince George's,1428,44523,1031,12612,,0,,44523,,12612
02/10/2021 10:00:00 AM,Prince George's,1869,46392,1209,13821,,0,,46392,,13821
02/11/2021 10:00:00 AM,Prince George's,2115,48507,1394,15215,,0,,48507,,15215
02/12/2021 10:00:00 AM,Prince George's,2173,50680,1718,16933,,0,,50680,,16933
02/13/2021 10:00:00 AM,Prince George's,1180,51860,232,17165,,0,,51860,,17165
02/14/2021 10:00:00 AM,Prince George's,1422,53282,212,17377,,0,,53282,,17377
02/15/2021 10:00:00 AM,Prince George's,1488,54770,555,17932,,0,,54770,,17932
02/16/2021 10:00:00 AM,Prince George's,2310,57080,1462,19394,,0,,57080,,19394
02/17/2021 10:00:00 AM,Prince George's,1966,59046,2003,21397,,0,,59046,,21397
02/18/2021 10:00:00 AM,Prince George's,362,59408,199,21596,,0,,59408,,21596
02/19/2021 10:00:00 AM,Prince George's,719,60127,1705,23301,,0,,60127,,23301
02/20/2021 10:00:00 AM,Prince George's,1254,61381,1597,24898,,0,,61381,,24898
02/21/2021 10:00:00 AM,Prince George's,754,62135,682,25580,,0,,62135,,25580
02/22/2021 10:00:00 AM,Prince George's,825,62960,1378,26958,,0,,62960,,26958
02/23/2021 10:00:00 AM,Prince George's,1510,64470,1534,28492,,0,,64470,,28492
02/24/2021 10:00:00 AM,Prince George's,1309,65779,1740,30232,,0,,65779,,30232
02/25/2021 10:00:00 AM,Prince George's,2357,68136,1736,31968,,0,,68136,,31968
02/26/2021 10:00:00 AM,Prince George's,2526,70662,1745,33713,,0,,70662,,33713
02/27/2021 10:00:00 AM,Prince George's,1996,72658,998,34711,,0,,72658,,34711
02/28/2021 10:00:00 AM,Prince George's,3492,76150,696,35407,,0,,76150,,35407
03/01/2021 10:00:00 AM,Prince George's,3651,79801,1211,36618,,0,,79801,,36618
03/02/2021 10:00:00 AM,Prince George's,2683,82484,1445,38063,3,3,2686,82487,1448,38066
03/03/2021 10:00:00 AM,Prince George's,2949,85433,2059,40122,5,8,2954,85441,2064,40130
07/08/2021 11:00:00 AM,Howard,180,217527,267,204376,25,13491,205,231018,292,217867
07/09/2021 11:00:00 AM,Howard,201,217728,257,204633,21,13512,222,231240,278,218145
07/10/2021 11:00:00 AM,Howard,163,217891,265,204898,5,13517,168,231408,270,218415
07/11/2021 11:00:00 AM,Howard,87,217978,120,205018,14,13531,101,231509,134,218549
07/12/2021 11:00:00 AM,Howard,189,218167,208,205226,11,13542,200,231709,219,218768
07/13/2021 11:00:00 AM,Howard,196,218363,257,205483,16,13558,212,231921,273,219041
07/14/2021 11:00:00 AM,Howard,203,218566,231,205714,13,13571,216,232137,244,219285
07/15/2021 11:00:00 AM,Howard,190,218756,224,205938,13,13584,203,232340,237,219522
07/16/2021 11:00:00 AM,Howard,196,218952,225,206163,7,13591,203,232543,232,219754
07/17/2021 11:00:00 AM,Howard,186,219138,181,206344,15,13606,201,232744,196,219950
07/18/2021 11:00:00 AM,Howard,74,219212,125,206469,3,13609,77,232821,128,220078
07/19/2021 11:00:00 AM,Howard,189,219401,176,206645,7,13616,196,233017,183,220261
07/20/2021 11:00:00 AM,Howard,218,219619,230,206875,7,13623,225,233242,237,220498
07/21/2021 11:00:00 AM,Howard,198,219817,247,207122,13,13636,211,233453,260,220758
07/22/2021 11:00:00 AM,Howard,255,220072,240,207362,11,13647,266,233719,251,221009
07/23/2021 11:00:00 AM,Howard,261,220333,178,207540,18,13665,279,233998,196,221205
07/24/2021 11:00:00 AM,Howard,176,220509,152,207692,7,13672,183,234181,159,221364
07/25/2021 11:00:00 AM,Howard,121,220630,54,207746,3,13675,124,234305,57,221421
07/26/2021 11:00:00 AM,Howard,207,220837,187,207933,24,13699,231,234536,211,221632
07/27/2021 11:00:00 AM,Howard,261,221098,231,208164,21,13720,282,234818,252,221884
07/28/2021 11:00:00 AM,Howard,253,221351,189,208353,15,13735,268,235086,204,222088
07/29/2021 11:00:00 AM,Howard,235,221586,173,208526,12,13747,247,235333,185,222273
