VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
12/14/2020 10:00:00 AM,Anne Arundel,2,2,,0,,0,,2,,0
12/15/2020 10:00:00 AM,Anne Arundel,4,6,,0,,0,,6,,0
12/16/2020 10:00:00 AM,Anne Arundel,56,62,,0,,0,,62,,0
12/17/2020 10:00:00 AM,Anne Arundel,106,168,,0,,0,,168,,0
12/18/2020 10:00:00 AM,Anne Arundel,180,348,1,1,,0,,348,,1
12/19/2020 10:00:00 AM,Anne Arundel,44,392,,1,,0,,392,,1
12/20/2020 10:00:00 AM,Anne Arundel,10,402,,1,,0,,402,,1
12/21/2020 10:00:00 AM,Anne Arundel,284,686,,1,,0,,686,,1
12/22/2020 10:00:00 AM,Anne Arundel,407,1093,2,3,,0,,1093,,3
12/23/2020 10:00:00 AM,Anne Arundel,383,1476,1,4,,0,,1476,,4
12/24/2020 10:00:00 AM,Anne Arundel,244,1720,3,7,,0,,1720,,7
12/25/2020 10:00:00 AM,Anne Arundel,31,1751,1,8,,0,,1751,,8
12/26/2020 10:00:00 AM,Anne Arundel,274,2025,1,9,,0,,2025,,9
12/27/2020 10:00:00 AM,Anne Arundel,100,2125,,9,,0,,2125,,9
12/28/2020 10:00:00 AM,Anne Arundel,756,2881,3,12,,0,,2881,,12
12/29/2020 10:00:00 AM,Anne Arundel,839,3720,2,14,,0,,3720,,14
12/30/2020 10:00:00 AM,Anne Arundel,858,4578,7,21,,0,,4578,,21
12/31/2020 10:00:00 AM,Anne Arundel,578,5156,3,24,,0,,5156,,24
01/01/2021 10:00:00 AM,Anne Arundel,237,5393,9,33,,0,,5393,,33
01/02/2021 10:00:00 AM,Anne Arundel,156,5549,2,35,,0,,5549,,35
01/03/2021 10:00:00 AM,Anne Arundel,211,5760,1,36,,0,,5760,,36
01/04/2021 10:00:00 AM,Anne Arundel,1216,6976,18,54,,0,,6976,,54
01/05/2021 10:00:00 AM,Anne Arundel,913,7889,21,75,,0,,7889,,75
01/06/2021 10:00:00 AM,Anne Arundel,1275,9164,72,147,,0,,9164,,147
01/07/2021 10:00:00 AM,Anne Arundel,1457,10621,118,265,,0,,10621,,265
01/08/2021 10:00:00 AM,Anne Arundel,1703,12324,188,453,,0,,12324,,453
01/09/2021 10:00:00 AM,Anne Arundel,324,12648,53,506,,0,,12648,,506
01/10/2021 10:00:00 AM,Anne Arundel,441,13089,18,524,,0,,13089,,524
01/08/2021 10:00:00 AM,,8000,8000,,0,,0,,8000,,0
01/13/2021 10:00:00 AM,,1,8001,,0,,0,,8001,,0
01/26/2021 10:00:00 AM,,1,8002,,0,,0,,8002,,0
02/06/2021 10:00:00 AM,,1,8003,8000,8000,,0,,8003,,8000
02/10/2021 10:00:00 AM,,,8003,1,8001,,0,,8003,,8001
02/11/2021 10:00:00 AM,,1,8004,,8001,,0,,8004,,8001
02/13/2021 10:00:00 AM,,1,8005,,8001,,0,,8005,,8001
02/23/2021 10:00:00 AM,,1,8006,1,8002,,0,,8006,,8002
03/06/2021 10:00:00 AM,,,8006,1,8003,,0,,8006,,8003
03/08/2021 10:00:00 AM,,1,8007,,8003,,0,,8007,,8003
03/11/2021 10:00:00 AM,,,8007,1,8004,,0,,8007,,8004
03/14/2021 11:00:00 AM,,1,8008,,8004,,0,,8008,,8004
03/15/2021 11:00:00 AM,,,8008,1,8005,,0,,8008,,8005
03/18/2021 11:00:00 AM,,1,8009,,8005,,0,,8009,,8005
03/19/2021 11:00:00 AM,,2,8011,,8005,,0,,8011,,8005
03/22/2021 11:00:00 AM,,1,8012,,8005,,0,,8012,,8005
03/27/2021 11:00:00 AM,,,8012,,8005,1,1,,8013,,8006
03/29/2021 11:00:00 AM,,1,8013,1,8006,,1,,8014,,8007
03/30/2021 11:00:00 AM,,2,8015,,8006,,1,,8016,,8007
03/31/2021 11:00:00 AM,,1,8016,,8006,,1,,8017,,8007
04/01/2021 11:00:00 AM,,1,8017,,8006,,1,,8018,,8007
04/02/2021 11:00:00 AM,,1,8018,,8006,,1,,8019,,8007
04/05/2021 11:00:00 AM,,1,8019,1,8007,,1,,8020,,8008
04/07/2021 11:00:00 AM,,2,8021,,8007,,1,,8022,,8008
04/08/2021 11:00:00 AM,,,8021,1,8008,,1,,8022,,8009
04/09/2021 11:00:00 AM,,,8021,1,8009,1,2,,8023,2,8011
04/10/2021 11:00:00 AM,,1,8022,,8009,,2,,8024,,8011
04/11/2021 11:00:00 AM,,1,8023,1,8010,1,3,2,8026,2,8013
04/13/2021 11:00:00 AM,,84295,92318,54201,62211,2952,2955,87247,95273,57153,65166
04/14/2021 11:00:00 AM,,559,92877,11,62222,1,2956,560,95833,12,65178
04/15/2021 11:00:00 AM,,623,93500,823,63045,19,2975,642,96475,842,66020
04/16/2021 11:00:00 AM,,782,94282,1017,64062,8,2983,790,97265,1025,67045
04/17/2021 11:00:00 AM,,1136,95418,1177,65239,6,2989,1142,98407,1183,68228
04/19/2021 11:00:00 AM,,1369,96787,2003,67242,9,2998,1378,99785,2012,70240
04/20/2021 11:00:00 AM,,3243,100030,2158,69400,19,3017,3262,103047,2177,72417
04/21/2021 11:00:00 AM,,906,100936,1206,70606,4,3021,910,103957,1210,73627
04/22/2021 11:00:00 AM,,1019,101955,458,71064,,3021,,104976,,74085
04/23/2021 11:00:00 AM,,760,102715,632,71696,1,3022,761,105737,633,74718
04/25/2021 11:00:00 AM,,992,103707,2492,74188,5,3027,997,106734,2497,77215
04/26/2021 11:00:00 AM,,1484,105191,1674,75862,1,3028,1485,108219,1675,78890
04/27/2021 11:00:00 AM,,,105191,1,75863,,3028,,108219,,78891
04/28/2021 11:00:00 AM,,,105191,3,75866,,3028,,108219,,78894
04/29/2021 11:00:00 AM,,223,105414,866,76732,2,3030,225,108444,868,79762
01/11/2021 10:00:00 AM,Anne Arundel,1391,14480,290,814,,0,,14480,,814
01/12/2021 10:00:00 AM,Anne Arundel,1593,16073,397,1211,,0,,16073,,1211
01/13/2021 10:00:00 AM,Anne Arundel,1523,17596,303,1514,,0,,17596,,1514
01/14/2021 10:00:00 AM,Anne Arundel,1408,19004,111,1625,,0,,19004,,1625
01/15/2021 10:00:00 AM,Anne Arundel,1669,20673,112,1737,,0,,20673,,1737
01/16/2021 10:00:00 AM,Anne Arundel,512,21185,138,1875,,0,,21185,,1875
01/17/2021 10:00:00 AM,Anne Arundel,261,21446,145,2020,,0,,21446,,2020
01/18/2021 10:00:00 AM,Anne Arundel,1535,22981,400,2420,,0,,22981,,2420
01/19/2021 10:00:00 AM,Anne Arundel,2171,25152,589,3009,,0,,25152,,3009
01/20/2021 10:00:00 AM,Anne Arundel,2064,27216,493,3502,,0,,27216,,3502
01/21/2021 10:00:00 AM,Anne Arundel,2302,29518,441,3943,,0,,29518,,3943
01/22/2021 10:00:00 AM,Anne Arundel,2146,31664,348,4291,,0,,31664,,4291
01/23/2021 10:00:00 AM,Anne Arundel,658,32322,81,4372,,0,,32322,,4372
01/24/2021 10:00:00 AM,Anne Arundel,529,32851,52,4424,,0,,32851,,4424
01/25/2021 10:00:00 AM,Anne Arundel,1521,34372,932,5356,,0,,34372,,5356
01/26/2021 10:00:00 AM,Anne Arundel,1565,35937,893,6249,,0,,35937,,6249
01/27/2021 10:00:00 AM,Anne Arundel,1887,37824,962,7211,,0,,37824,,7211
01/28/2021 10:00:00 AM,Anne Arundel,1831,39655,807,8018,,0,,39655,,8018
01/29/2021 10:00:00 AM,Anne Arundel,1786,41441,940,8958,,0,,41441,,8958
01/30/2021 10:00:00 AM,Anne Arundel,1125,42566,153,9111,,0,,42566,,9111
01/31/2021 10:00:00 AM,Anne Arundel,401,42967,300,9411,,0,,42967,,9411
02/01/2021 10:00:00 AM,Anne Arundel,739,43706,347,9758,,0,,43706,,9758
02/02/2021 10:00:00 AM,Anne Arundel,1288,44994,1546,11304,,0,,44994,,11304
02/03/2021 10:00:00 AM,Anne Arundel,1505,46499,2106,13410,,0,,46499,,13410
02/04/2021 10:00:00 AM,Anne Arundel,1667,48166,1897,15307,,0,,48166,,15307
02/05/2021 10:00:00 AM,Anne Arundel,1506,49672,1525,16832,,0,,49672,,16832
02/06/2021 10:00:00 AM,Anne Arundel,832,50504,954,17786,,0,,50504,,17786
02/07/2021 10:00:00 AM,Anne Arundel,355,50859,110,17896,,0,,50859,,17896
04/30/2021 11:00:00 AM,,1,105415,1,76733,,3030,,108445,,79763
05/01/2021 11:00:00 AM,,1556,106971,1974,78707,15,3045,1571,110016,1989,81752
05/02/2021 11:00:00 AM,,1071,108042,1875,80582,4,3049,1075,111091,1879,83631
05/03/2021 11:00:00 AM,,403,108445,2166,82748,4,3053,407,111498,2170,85801
05/04/2021 11:00:00 AM,,28,108473,25,82773,,3053,,111526,,85826
05/05/2021 11:00:00 AM,,365,108838,816,83589,,3053,,111891,,86642
05/06/2021 11:00:00 AM,,276,109114,880,84469,3,3056,279,112170,883,87525
05/07/2021 11:00:00 AM,,274,109388,966,85435,8,3064,282,112452,974,88499
05/08/2021 11:00:00 AM,,297,109685,1312,86747,6,3070,303,112755,1318,89817
05/10/2021 11:00:00 AM,,338,110023,1712,88459,1,3071,339,113094,1713,91530
05/11/2021 11:00:00 AM,,19,110042,13,88472,,3071,,113113,,91543
05/12/2021 11:00:00 AM,,244,110286,1124,89596,,3071,,113357,,92667
05/14/2021 11:00:00 AM,,290,110576,1024,90620,2,3073,292,113649,1026,93693
05/15/2021 11:00:00 AM,,611,111187,1701,92321,4,3077,615,114264,1705,95398
05/17/2021 11:00:00 AM,,565,111752,2506,94827,11,3088,576,114840,2517,97915
05/18/2021 11:00:00 AM,,164,111916,61,94888,2,3090,166,115006,63,97978
05/20/2021 11:00:00 AM,,885,112801,1025,95913,,3090,,115891,,99003
05/21/2021 11:00:00 AM,,,112801,1,95914,,3090,,115891,,99004
05/22/2021 11:00:00 AM,,911,113712,1359,97273,9,3099,920,116811,1368,100372
05/24/2021 11:00:00 AM,,514,114226,1032,98305,8,3107,522,117333,1040,101412
05/25/2021 11:00:00 AM,,5,114231,1,98306,2,3109,7,117340,3,101415
05/27/2021 11:00:00 AM,,425,114656,674,98980,1,3110,426,117766,675,102090
05/28/2021 11:00:00 AM,,419,115075,342,99322,,3110,,118185,,102432
05/29/2021 11:00:00 AM,,267,115342,344,99666,10,3120,277,118462,354,102786
05/31/2021 11:00:00 AM,,214,115556,243,99909,3,3123,217,118679,246,103032
06/01/2021 11:00:00 AM,,30,115586,48,99957,,3123,,118709,,103080
06/02/2021 11:00:00 AM,,1,115587,,99957,,3123,,118710,,103080
06/16/2021 11:00:00 AM,,2042,117629,3555,103512,37,3160,2079,120789,3592,106672
06/17/2021 11:00:00 AM,,22,117651,95,103607,,3160,,120811,,106767
06/18/2021 11:00:00 AM,,269,117920,457,104064,4,3164,273,121084,461,107228
06/19/2021 11:00:00 AM,,166,118086,338,104402,1,3165,167,121251,339,107567
06/20/2021 11:00:00 AM,,161,118247,284,104686,1,3166,162,121413,285,107852
06/21/2021 11:00:00 AM,,56,118303,120,104806,1,3167,57,121470,121,107973
06/22/2021 11:00:00 AM,,15,118318,8,104814,2,3169,17,121487,10,107983
06/23/2021 11:00:00 AM,,2,118320,3,104817,,3169,,121489,,107986
06/24/2021 11:00:00 AM,,304,118624,355,105172,5,3174,309,121798,360,108346
06/25/2021 11:00:00 AM,,124,118748,209,105381,1,3175,125,121923,210,108556
06/27/2021 11:00:00 AM,,124,118872,173,105554,2,3177,126,122049,175,108731
06/28/2021 11:00:00 AM,,146,119018,186,105740,4,3181,150,122199,190,108921
06/29/2021 11:00:00 AM,,2,119020,2,105742,1,3182,3,122202,3,108924
06/30/2021 11:00:00 AM,,1,119021,,105742,,3182,,122203,,108924
07/01/2021 11:00:00 AM,,313,119334,340,106082,8,3190,321,122524,348,109272
02/08/2021 10:00:00 AM,Anne Arundel,1316,52175,1263,19159,,0,,52175,,19159
02/09/2021 10:00:00 AM,Anne Arundel,1156,53331,664,19823,,0,,53331,,19823
02/10/2021 10:00:00 AM,Anne Arundel,1619,54950,1800,21623,,0,,54950,,21623
02/11/2021 10:00:00 AM,Anne Arundel,3188,58138,1690,23313,,0,,58138,,23313
02/12/2021 10:00:00 AM,Anne Arundel,2247,60385,1783,25096,,0,,60385,,25096
02/13/2021 10:00:00 AM,Anne Arundel,734,61119,1262,26358,,0,,61119,,26358
02/14/2021 10:00:00 AM,Anne Arundel,862,61981,588,26946,,0,,61981,,26946
02/15/2021 10:00:00 AM,Anne Arundel,1994,63975,590,27536,,0,,63975,,27536
02/16/2021 10:00:00 AM,Anne Arundel,2219,66194,1309,28845,,0,,66194,,28845
02/17/2021 10:00:00 AM,Anne Arundel,3297,69491,2117,30962,,0,,69491,,30962
02/18/2021 10:00:00 AM,Anne Arundel,263,69754,288,31250,,0,,69754,,31250
02/19/2021 10:00:00 AM,Anne Arundel,1514,71268,1030,32280,,0,,71268,,32280
02/20/2021 10:00:00 AM,Anne Arundel,832,72100,1926,34206,,0,,72100,,34206
02/21/2021 10:00:00 AM,Anne Arundel,750,72850,1033,35239,,0,,72850,,35239
02/22/2021 10:00:00 AM,Anne Arundel,679,73529,1495,36734,,0,,73529,,36734
02/23/2021 10:00:00 AM,Anne Arundel,1493,75022,1756,38490,,0,,75022,,38490
02/24/2021 10:00:00 AM,Anne Arundel,1424,76446,1844,40334,,0,,76446,,40334
02/25/2021 10:00:00 AM,Anne Arundel,2422,78868,1711,42045,,0,,78868,,42045
02/26/2021 10:00:00 AM,Anne Arundel,2036,80904,1275,43320,,0,,80904,,43320
02/27/2021 10:00:00 AM,Anne Arundel,1345,82249,519,43839,,0,,82249,,43839
02/28/2021 10:00:00 AM,Anne Arundel,1436,83685,358,44197,,0,,83685,,44197
03/01/2021 10:00:00 AM,Anne Arundel,2160,85845,815,45012,,0,,85845,,45012
03/02/2021 10:00:00 AM,Anne Arundel,2133,87978,1256,46268,5,5,2138,87983,1261,46273
03/03/2021 10:00:00 AM,Anne Arundel,2490,90468,1592,47860,3,8,2493,90476,1595,47868
03/04/2021 10:00:00 AM,Anne Arundel,2854,93322,1598,49458,956,964,3810,94286,2554,50422
03/05/2021 10:00:00 AM,Anne Arundel,2326,95648,2077,51535,532,1496,2858,97144,2609,53031
03/06/2021 10:00:00 AM,Anne Arundel,1379,97027,740,52275,633,2129,2012,99156,1373,54404
03/07/2021 10:00:00 AM,Anne Arundel,1379,98406,538,52813,686,2815,2065,101221,1224,55628
03/08/2021 10:00:00 AM,Anne Arundel,2225,100631,1325,54138,866,3681,3091,104312,2191,57819
03/09/2021 10:00:00 AM,Anne Arundel,2361,102992,1806,55944,1810,5491,4171,108483,3616,61435
03/10/2021 10:00:00 AM,Anne Arundel,3180,106172,2370,58314,823,6314,4003,112486,3193,64628
03/11/2021 10:00:00 AM,Anne Arundel,3710,109882,2419,60733,333,6647,4043,116529,2752,67380
03/12/2021 10:00:00 AM,Anne Arundel,2746,112628,1991,62724,179,6826,2925,119454,2170,69550
03/13/2021 10:00:00 AM,Anne Arundel,2093,114721,854,63578,73,6899,2166,121620,927,70477
03/14/2021 11:00:00 AM,Anne Arundel,1907,116628,857,64435,31,6930,1938,123558,888,71365
03/15/2021 11:00:00 AM,Anne Arundel,3001,119629,1593,66028,70,7000,3071,126629,1663,73028
03/16/2021 11:00:00 AM,Anne Arundel,4036,123665,1552,67580,46,7046,4082,130711,1598,74626
03/17/2021 11:00:00 AM,Anne Arundel,3808,127473,1405,68985,41,7087,3849,134560,1446,76072
03/18/2021 11:00:00 AM,Anne Arundel,4003,131476,1671,70656,56,7143,4059,138619,1727,77799
03/19/2021 11:00:00 AM,Anne Arundel,2809,134285,1710,72366,88,7231,2897,141516,1798,79597
03/20/2021 11:00:00 AM,Anne Arundel,2114,136399,962,73328,45,7276,2159,143675,1007,80604
03/21/2021 11:00:00 AM,Anne Arundel,1808,138207,816,74144,13,7289,1821,145496,829,81433
03/22/2021 11:00:00 AM,Anne Arundel,3612,141819,898,75042,72,7361,3684,149180,970,82403
03/23/2021 11:00:00 AM,Anne Arundel,3533,145352,1504,76546,107,7468,3640,152820,1611,84014
03/24/2021 11:00:00 AM,Anne Arundel,4091,149443,1734,78280,232,7700,4323,157143,1966,85980
03/25/2021 11:00:00 AM,Anne Arundel,4011,153454,2454,80734,110,7810,4121,161264,2564,88544
03/26/2021 11:00:00 AM,Anne Arundel,3597,157051,1970,82704,92,7902,3689,164953,2062,90606
03/27/2021 11:00:00 AM,Anne Arundel,1791,158842,1266,83970,148,8050,1939,166892,1414,92020
03/28/2021 11:00:00 AM,Anne Arundel,1488,160330,1295,85265,23,8073,1511,168403,1318,93338
03/29/2021 11:00:00 AM,Anne Arundel,2532,162862,2228,87493,135,8208,2667,171070,2363,95701
03/30/2021 11:00:00 AM,Anne Arundel,3229,166091,2172,89665,148,8356,3377,174447,2320,98021
03/31/2021 11:00:00 AM,Anne Arundel,3654,169745,3556,93221,246,8602,3900,178347,3802,101823
04/01/2021 11:00:00 AM,Anne Arundel,3474,173219,3480,96701,425,9027,3899,182246,3905,105728
04/02/2021 11:00:00 AM,Anne Arundel,3300,176519,2764,99465,308,9335,3608,185854,3072,108800
04/03/2021 11:00:00 AM,Anne Arundel,2248,178767,1746,101211,211,9546,2459,188313,1957,110757
04/04/2021 11:00:00 AM,Anne Arundel,812,179579,1279,102490,61,9607,873,189186,1340,112097
04/05/2021 11:00:00 AM,Anne Arundel,2859,182438,2633,105123,480,10087,3339,192525,3113,115210
04/06/2021 11:00:00 AM,Anne Arundel,3141,185579,2968,108091,617,10704,3758,196283,3585,118795
04/07/2021 11:00:00 AM,Anne Arundel,3139,188718,3441,111532,795,11499,3934,200217,4236,123031
04/08/2021 11:00:00 AM,Anne Arundel,4340,193058,4297,115829,773,12272,5113,205330,5070,128101
04/09/2021 11:00:00 AM,Anne Arundel,3183,196241,2734,118563,1114,13386,4297,209627,3848,131949
04/10/2021 11:00:00 AM,Anne Arundel,1793,198034,2284,120847,592,13978,2385,212012,2876,134825
04/11/2021 11:00:00 AM,Anne Arundel,1583,199617,1304,122151,379,14357,1962,213974,1683,136508
04/12/2021 11:00:00 AM,Anne Arundel,2472,202089,3290,125441,889,15246,3361,217335,4179,140687
04/13/2021 11:00:00 AM,Anne Arundel,3082,205171,4200,129641,20,15266,3102,220437,4220,144907
04/14/2021 11:00:00 AM,Anne Arundel,3011,208182,3509,133150,4,15270,3015,223452,3513,148420
04/15/2021 11:00:00 AM,Anne Arundel,3534,211716,3668,136818,1,15271,3535,226987,3669,152089
04/16/2021 11:00:00 AM,Anne Arundel,3680,215396,2732,139550,1,15272,3681,230668,2733,154822
04/17/2021 11:00:00 AM,Anne Arundel,2886,218282,1543,141093,,15272,,233554,,156365
04/18/2021 11:00:00 AM,Anne Arundel,2747,221029,1465,142558,,15272,,236301,,157830
04/19/2021 11:00:00 AM,Anne Arundel,3121,224150,2956,145514,1,15273,3122,239423,2957,160787
04/20/2021 11:00:00 AM,Anne Arundel,2863,227013,3673,149187,,15273,,242286,,164460
04/21/2021 11:00:00 AM,Anne Arundel,3962,230975,4989,154176,3,15276,3965,246251,4992,169452
04/22/2021 11:00:00 AM,Anne Arundel,3546,234521,4371,158547,2,15278,3548,249799,4373,173825
04/23/2021 11:00:00 AM,Anne Arundel,3080,237601,4101,162648,,15278,,252879,,177926
04/24/2021 11:00:00 AM,Anne Arundel,1748,239349,2515,165163,8,15286,1756,254635,2523,180449
04/25/2021 11:00:00 AM,Anne Arundel,1870,241219,836,165999,4,15290,1874,256509,840,181289
04/26/2021 11:00:00 AM,Anne Arundel,2612,243831,3187,169186,30,15320,2642,259151,3217,184506
04/27/2021 11:00:00 AM,Anne Arundel,2192,246023,2834,172020,132,15452,2324,261475,2966,187472
04/28/2021 11:00:00 AM,Anne Arundel,3133,249156,2308,174328,167,15619,3300,264775,2475,189947
04/29/2021 11:00:00 AM,Anne Arundel,2828,251984,2206,176534,150,15769,2978,267753,2356,192303
04/30/2021 11:00:00 AM,Anne Arundel,2719,254703,2279,178813,146,15915,2865,270618,2425,194728
05/01/2021 11:00:00 AM,Anne Arundel,2191,256894,2230,181043,100,16015,2291,272909,2330,197058
05/02/2021 11:00:00 AM,Anne Arundel,1086,257980,1518,182561,70,16085,1156,274065,1588,198646
05/03/2021 11:00:00 AM,Anne Arundel,1274,259254,2090,184651,196,16281,1470,275535,2286,200932
05/04/2021 11:00:00 AM,Anne Arundel,1247,260501,2398,187049,206,16487,1453,276988,2604,203536
05/05/2021 11:00:00 AM,Anne Arundel,2158,262659,3253,190302,171,16658,2329,279317,3424,206960
05/06/2021 11:00:00 AM,Anne Arundel,1744,264403,4149,194451,178,16836,1922,281239,4327,211287
05/07/2021 11:00:00 AM,Anne Arundel,1597,266000,3134,197585,141,16977,1738,282977,3275,214562
05/08/2021 11:00:00 AM,Anne Arundel,950,266950,2214,199799,138,17115,1088,284065,2352,216914
05/09/2021 11:00:00 AM,Anne Arundel,435,267385,1066,200865,60,17175,495,284560,1126,218040
05/10/2021 11:00:00 AM,Anne Arundel,819,268204,2822,203687,151,17326,970,285530,2973,221013
05/11/2021 11:00:00 AM,Anne Arundel,1007,269211,2526,206213,145,17471,1152,286682,2671,223684
05/12/2021 11:00:00 AM,Anne Arundel,1673,270884,2986,209199,146,17617,1819,288501,3132,226816
05/13/2021 11:00:00 AM,Anne Arundel,2195,273079,2944,212143,121,17738,2316,290817,3065,229881
05/14/2021 11:00:00 AM,Anne Arundel,2421,275500,3108,215251,176,17914,2597,293414,3284,233165
05/15/2021 11:00:00 AM,Anne Arundel,1851,277351,2537,217788,92,18006,1943,295357,2629,235794
05/16/2021 11:00:00 AM,Anne Arundel,1259,278610,2181,219969,105,18111,1364,296721,2286,238080
05/17/2021 11:00:00 AM,Anne Arundel,1371,279981,2855,222824,238,18349,1609,298330,3093,241173
05/18/2021 11:00:00 AM,Anne Arundel,1470,281451,2882,225706,193,18542,1663,299993,3075,244248
05/19/2021 11:00:00 AM,Anne Arundel,3669,285120,4350,230056,212,18754,3881,303874,4562,248810
05/20/2021 11:00:00 AM,Anne Arundel,1757,286877,3556,233612,273,19027,2030,305904,3829,252639
05/21/2021 11:00:00 AM,Anne Arundel,1560,288437,3321,236933,126,19153,1686,307590,3447,256086
05/22/2021 11:00:00 AM,Anne Arundel,1306,289743,1654,238587,127,19280,1433,309023,1781,257867
05/23/2021 11:00:00 AM,Anne Arundel,910,290653,1378,239965,79,19359,989,310012,1457,259324
05/24/2021 11:00:00 AM,Anne Arundel,1139,291792,2150,242115,150,19509,1289,311301,2300,261624
05/25/2021 11:00:00 AM,Anne Arundel,948,292740,1554,243669,159,19668,1107,312408,1713,263337
05/26/2021 11:00:00 AM,Anne Arundel,2490,295230,1892,245561,112,19780,2602,315010,2004,265341
05/27/2021 11:00:00 AM,Anne Arundel,927,296157,1643,247204,99,19879,1026,316036,1742,267083
05/28/2021 11:00:00 AM,Anne Arundel,969,297126,1603,248807,102,19981,1071,317107,1705,268788
05/29/2021 11:00:00 AM,Anne Arundel,841,297967,1761,250568,86,20067,927,318034,1847,270635
05/30/2021 11:00:00 AM,Anne Arundel,491,298458,1224,251792,59,20126,550,318584,1283,271918
07/02/2021 11:00:00 AM,,209,119543,249,106331,6,3196,215,122739,255,109527
07/03/2021 11:00:00 AM,,97,119640,123,106454,4,3200,101,122840,127,109654
07/04/2021 11:00:00 AM,,75,119715,98,106552,6,3206,81,122921,104,109758
07/05/2021 11:00:00 AM,,8,119723,8,106560,,3206,,122929,,109766
07/06/2021 11:00:00 AM,,18,119741,22,106582,4,3210,22,122951,26,109792
07/08/2021 11:00:00 AM,,105,119846,155,106737,5,3215,110,123061,160,109952
07/09/2021 11:00:00 AM,,136,119982,203,106940,9,3224,145,123206,212,110164
07/10/2021 11:00:00 AM,,130,120112,140,107080,4,3228,134,123340,144,110308
07/11/2021 11:00:00 AM,,145,120257,137,107217,4,3232,149,123489,141,110449
07/13/2021 11:00:00 AM,,3,120260,2,107219,,3232,,123492,,110451
07/14/2021 11:00:00 AM,,57,120317,57,107276,3,3235,60,123552,60,110511
07/15/2021 11:00:00 AM,,56,120373,90,107366,4,3239,60,123612,94,110605
07/16/2021 11:00:00 AM,,1012,121385,526,107892,24,3263,1036,124648,550,111155
07/17/2021 11:00:00 AM,,86,121471,116,108008,4,3267,90,124738,120,111275
07/18/2021 11:00:00 AM,,152,121623,219,108227,10,3277,162,124900,229,111504
07/19/2021 11:00:00 AM,,11,121634,10,108237,5,3282,16,124916,15,111519
07/20/2021 11:00:00 AM,,1,121635,,108237,,3282,,124917,,111519
07/21/2021 11:00:00 AM,,4,121639,3,108240,,3282,,124921,,111522
07/22/2021 11:00:00 AM,,27,121666,35,108275,,3282,,124948,,111557
07/23/2021 11:00:00 AM,,12,121678,13,108288,,3282,,124960,,111570
07/25/2021 11:00:00 AM,,19,121697,7,108295,,3282,,124979,,111577
07/28/2021 11:00:00 AM,,,121697,2,108297,,3282,,124979,,111579
07/29/2021 11:00:00 AM,,33,121730,11,108308,,3282,,125012,,111590
07/30/2021 11:00:00 AM,,3,121733,2,108310,,3282,,125015,,111592
07/31/2021 11:00:00 AM,,61,121794,24,108334,3,3285,64,125079,27,111619
08/01/2021 11:00:00 AM,,1,121795,,108334,,3285,,125080,,111619
08/03/2021 11:00:00 AM,,4,121799,,108334,,3285,,125084,,111619
08/05/2021 11:00:00 AM,,35,121834,15,108349,,3285,,125119,,111634
08/06/2021 11:00:00 AM,,1,121835,30,108379,,3285,,125120,,111664
08/07/2021 11:00:00 AM,,,121835,15,108394,,3285,,125120,,111679
08/08/2021 11:00:00 AM,,69,121904,26,108420,,3285,,125189,,111705
08/10/2021 11:00:00 AM,,2,121906,3,108423,,3285,,125191,,111708
08/11/2021 11:00:00 AM,,3,121909,,108423,1,3286,4,125195,,111709
08/12/2021 11:00:00 AM,,1948,123857,201,108624,,3286,,127143,,111910
08/13/2021 11:00:00 AM,,7,123864,5,108629,,3286,,127150,,111915
08/14/2021 11:00:00 AM,,38,123902,17,108646,,3286,,127188,,111932
08/17/2021 11:00:00 AM,,9,123911,1,108647,,3286,,127197,,111933
08/18/2021 11:00:00 AM,,1,123912,,108647,,3286,,127198,,111933
08/19/2021 11:00:00 AM,,25,123937,24,108671,1,3287,26,127224,25,111958
08/20/2021 11:00:00 AM,,21,123958,9,108680,4,3291,25,127249,13,111971
08/21/2021 11:00:00 AM,,72,124030,44,108724,,3291,,127321,,112015
08/22/2021 11:00:00 AM,,6,124036,3,108727,,3291,,127327,,112018
08/23/2021 11:00:00 AM,,1,124037,,108727,,3291,,127328,,112018
08/24/2021 11:00:00 AM,,,124037,1,108728,,3291,,127328,,112019
08/27/2021 11:00:00 AM,,28,124065,36,108764,,3291,,127356,,112055
08/28/2021 11:00:00 AM,,2162,126227,1759,110523,85,3376,2247,129603,1844,113899
08/29/2021 11:00:00 AM,,315,126542,245,110768,530,3906,845,130448,775,114674
08/30/2021 11:00:00 AM,,3,126545,10,110778,671,4577,674,131122,681,115355
08/31/2021 11:00:00 AM,,9,126554,8,110786,629,5206,638,131760,637,115992
09/01/2021 11:00:00 AM,,129,126683,119,110905,523,5729,652,132412,642,116634
09/02/2021 11:00:00 AM,,183,126866,161,111066,384,6113,567,132979,545,117179
09/03/2021 11:00:00 AM,,273,127139,166,111232,686,6799,959,133938,852,118031
09/04/2021 11:00:00 AM,,228,127367,195,111427,735,7534,963,134901,930,118961
09/07/2021 11:00:00 AM,,338,127705,237,111664,2008,9542,2346,137247,2245,121206
09/09/2021 11:00:00 AM,,18,127723,35,111699,,9542,,137265,,121241
